V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192
7714,2,1,377,1069,1,12356,1,19,1,1,1068,3,1,0,4,1,120,1,19,1,3,1,0,2,1,1,10000,0,4,9,9,9,2,120975,2,2,1,1,2,2,2,2,1,0,0,9,141,6,1,2,9,9,9,9,4,2,4,1,4,99,7,1,6,0,1,2,2,2,1,1,-1,5823,5830,5904,-1,5822,6059,237,1,-1,-1,74,155,229,236,240.0,24.0,9999.99,18.0,9999.99,12200,12200,0,12200,112200,112200,180,24,180,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,2,1,0,0,1,0,0.0,1,0,0,0,1,3,9,2,0,1,1,3,5823,5823,1,5823,236,21,0,0,3,1,91.8,1,5,7,7,1,1,0,0,2,1,1,1,0,1,23,1,112200,3,4,24.0,0,1,0,1,112200,32189,0,0,0,730.08,6.5945,0,1,1
7714,2,1,378,1072,1,50552,2,23,2,0,1072,3,1,650,2,3,0,3,20,1,9,9,2,4,2,1,10000,0,4,9,9,9,3,121175,3,2,1,1,2,1,1,2,1,0,0,9,68,68,1,2,9,9,9,4,4,5,4,1,4,99,7,1,6,0,1,2,1,2,1,2,-1,5824,5830,5890,-1,5823,5975,152,1,-1,-1,60,85,145,151,150.0,60.0,9999.99,999.99,9999.99,12200,12200,0,12200,112200,112200,180,24,180,24,2,0,1,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.477,2,0,650,2,0,3,3,3,0,1,1,3,5824,5824,1,5824,151,21,0,0,3,1,91.8,1,5,7,7,1,1,0,0,1,1,5,3,2,0,23,1,112200,3,4,60.0,0,2,0,0,112200,41109,1,0,0,1825.2,7.51,0,1,2
7714,2,1,379,1072,1,50552,2,23,2,0,1072,3,1,650,2,3,0,3,20,1,9,9,2,4,2,1,10000,0,4,9,9,9,3,121175,3,2,1,1,2,1,1,2,1,0,0,9,68,68,1,2,9,9,9,4,4,5,4,9,14,1,7,1,1,0,9,0,9,0,9,0,-1,-1,5830,5890,-1,5823,5975,152,-1,-1,-1,60,85,145,-1,150.0,0.0,0.0,0.0,0.0,12200,0,0,22230,122230,112200,60,1,180,24,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.477,2,0,650,2,0,3,3,3,0,1,1,3,5830,5830,1,5830,145,21,0,0,3,1,91.8,0,3,3,3,0,9,0,0,1,1,5,3,2,0,23,1,112200,3,2,-0.01,9,2,1,0,122230,999999,1,0,0,-0.01,-1e-04,1,0,2
7714,2,1,380,1079,1,122952,1,22,1,0,1079,3,1,548,2,1,90,3,3,1,9,7,0,2,-1,5,2500,0,4,9,9,9,8,120575,4,1,1,1,2,0,2,2,1,0,0,9,0,0,7,3,9,9,9,9,9,5,4,2,13,11,7,1,1,0,9,0,9,0,9,0,5829,5828,5835,5911,-1,5828,5918,90,0,-1,-1,76,7,83,90,1.0,0.0,0.0,0.0,0.0,49220,49220,0,49220,149220,149220,36,6,36,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,6.3063,2,0,548,1,1,2,9,4,0,0,0,3,5828,5828,1,5828,90,21,0,0,1,1,18.36,0,3,3,3,0,9,0,0,0,0,4,0,0,0,23,1,-1,1,2,-0.01,9,1,0,0,-1,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,381,1080,1,60654,2,21,4,0,1080,3,1,833,2,1,21,1,4,3,9,-1,0,-1,-1,1,0,0,1,3,3,1,2,121075,4,2,1,1,1,2,2,2,1,0,0,9,0,0,1,2,9,9,9,4,4,1,4,1,4,99,7,1,6,0,1,1,3,1,1,1,-1,5829,5835,5890,-1,5829,5988,159,0,-1,-1,55,98,153,159,157.0,72.0,9999.99,0.0,9999.99,12200,12200,0,12200,112200,112200,180,24,180,24,2,0,3,3,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.725,2,0,833,2,0,2,9,4,0,0,0,3,5829,5829,1,5829,159,21,0,0,3,1,91.8,1,5,7,7,1,1,0,0,0,0,6,0,4,0,23,1,112200,3,4,72.0,0,2,2,0,112200,42905,1,0,0,2190.24,7.6922,1,1,0
7714,2,1,382,1080,1,60654,2,21,4,0,1080,3,1,833,2,1,21,1,4,3,9,-1,0,-1,-1,1,0,0,1,3,3,1,2,121475,4,2,1,1,1,4,1,2,1,0,0,9,100,0,1,2,9,9,9,4,4,1,4,1,4,99,7,1,6,0,1,1,3,1,1,1,-1,5829,5835,5890,-1,5829,5988,159,0,-1,-1,55,98,153,159,157.0,72.0,9999.99,0.0,9999.99,12200,12200,0,12200,112200,112200,180,24,180,24,2,0,3,3,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.725,2,0,833,2,0,2,9,4,0,1,0,3,5829,5829,1,5829,159,21,0,0,3,1,91.8,1,5,7,7,1,1,0,0,1,0,6,0,4,0,23,1,112200,3,4,72.0,0,2,2,0,112200,42905,1,0,0,2190.24,7.6922,1,1,0
7714,2,1,383,1080,1,60654,2,21,4,0,1080,3,1,833,2,1,21,1,4,3,9,-1,0,-1,-1,1,0,0,1,3,3,1,2,121475,4,2,1,1,1,4,1,2,1,0,0,9,145,0,1,2,9,9,9,4,4,1,4,1,12,1,7,1,1,0,9,0,9,0,9,0,-1,5829,5835,5890,-1,5829,5988,159,0,-1,-1,55,98,153,159,157.0,0.0,0.0,0.0,0.0,12200,12200,0,12200,112200,112200,180,24,180,24,2,0,3,3,2,1,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.725,2,0,833,2,0,2,9,4,0,1,0,3,5829,5829,1,5829,159,21,0,0,3,1,91.8,0,3,3,3,0,9,0,0,2,0,6,0,4,0,23,1,112200,3,2,-0.01,9,2,3,0,112200,999999,1,0,0,-0.01,-1e-04,1,0,0
7714,2,1,384,1080,1,60654,2,21,4,0,1080,3,1,833,2,1,21,1,4,3,9,-1,0,-1,-1,1,0,0,1,3,3,1,2,21276,1,1,1,2,2,0,1,2,1,0,0,4,0,0,2,1,3,1,3,4,3,1,4,1,4,99,7,1,6,0,1,1,3,1,1,1,-1,5893,5900,5890,-1,5829,5988,159,64,-1,-1,-1,98,88,95,157.0,48.0,9999.99,0.0,9999.99,13250,13250,0,13250,113250,113250,120,5,120,5,2,0,3,3,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6.725,2,0,833,2,0,2,9,1,0,0,0,4,5893,5893,1,5893,95,21,0,0,3,1,61.2,1,5,7,7,1,1,0,0,0,0,6,0,4,0,24,1,113250,2,4,48.0,0,2,2,0,113250,38918,1,0,0,1460.16,7.287,1,1,0
7714,2,1,385,1081,1,11356,2,19,1,0,1081,3,1,2200,2,3,0,1,3,1,3,2,0,1,0,1,5000,0,3,3,3,2,2,121575,4,2,1,1,2,0,2,2,1,0,0,9,0,0,7,1,4,1,3,4,4,5,2,1,5,99,8,2,6,0,2,2,1,2,1,2,-1,5827,5835,5912,-1,5829,5948,119,-1,-1,-1,77,36,113,121,82.0,60.0,9999.99,999.99,60.0,12201,12201,0,12201,112201,112201,90,7,90,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.6962,1,0,2200,2,0,2,9,4,0,0,0,3,5827,5827,1,5827,121,21,0,2,3,1,45.9,0,7,8,8,1,1,0,0,0,0,7,0,0,0,23,1,-1,1,6,60.0,1,1,0,0,-1,41109,0,0,0,1825.2,7.51,0,1,0
7714,2,1,386,1090,1,120342,7,33,1,0,1090,3,1,-1,2,3,-1,1,0,1,9,5,2,2,4,5,2500,0,4,9,9,9,7,0,8,9,9,9,9,4,9,9,99,-1,-1,9,-1,-1,9,9,9,9,9,9,9,5,3,1,4,99,7,1,3,200,1,2,1,9,0,1,5831,-1,5822,5883,-1,5831,5908,77,-1,-1,-1,61,25,86,-1,0.0,0.0,9999.99,999.99,9999.99,0,0,0,9260,954300,109260,12,0,240,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,-1e-04,3,0,828,2,9,0,3,9,0,0,0,3,5822,5822,1,5822,86,21,0,0,0,1,122.4,0,4,5,5,0,0,9,9,9,9,6,3,0,0,23,9,-1,3,3,0.0,0,1,0,0,-1,0,0,0,0,0.0,0.0,0,0,2
7714,2,1,387,1091,1,41453,1,22,1,0,1091,3,1,320,6,3,0,1,0,1,3,0,0,0,0,5,2000,0,4,9,9,9,1,121975,2,2,1,1,2,2,2,2,1,0,0,9,61,5,6,1,1,1,3,4,4,5,4,9,12,10,4,1,1,0,9,0,9,0,9,0,5832,6198,-1,-1,-1,5832,5845,13,366,-1,-1,-1,-1,-1,-1,1.0,0.0,0.0,0.0,0.0,12200,12200,0,0,112200,112200,180,24,180,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.7683,2,0,320,1,0,0,0,2,0,1,1,4,6198,6198,1,6198,-1,21,0,0,1,1,91.8,0,2,2,2,0,9,0,0,1,1,3,0,0,0,24,1,112200,3,1,-0.01,9,1,0,0,112200,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,388,1102,2,42453,3,22,2,0,1102,3,1,430,4,2,0,3,1,9,3,0,0,0,0,7,0,0,4,9,9,9,2,50875,1,2,1,1,2,0,1,2,1,0,0,9,0,0,1,1,9,9,9,4,4,5,4,9,12,10,4,1,1,0,9,0,9,0,9,0,5607,5606,-1,5724,-1,5607,5724,117,-1,-1,-1,-1,0,-1,118,0.0,0.0,0.0,0.0,0.0,13250,52260,0,0,952260,113250,12,0,120,5,2,1,0,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0638,2,0,430,1,0,1,0,1,0,0,0,2,5606,5606,0,5606,118,20,0,0,0,1,61.2,0,2,2,2,0,9,0,0,0,0,4,0,1,0,22,1,113250,2,1,-0.01,9,0,1,0,952260,999999,0,0,0,-0.01,-1e-04,1,0,0
7714,2,1,389,1107,2,41841,1,34,1,0,1107,3,1,4100,4,3,0,2,0,3,3,0,0,0,0,5,1000,0,4,9,9,9,7,42975,4,2,1,1,2,0,1,2,1,0,0,2,0,0,5,1,3,1,3,4,4,5,4,1,4,99,7,1,4,3500,1,2,1,2,1,1,5611,5607,5647,6130,5628,5611,5827,216,-1,21,19,483,-1,180,220,0.0,0.0,9999.99,999.99,9999.99,54240,54240,54240,54240,154240,154240,120,0,120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.3187,3,0,4100,2,0,0,0,4,0,0,0,2,5607,5607,0,5607,220,20,0,0,0,1,61.2,1,5,7,5,0,0,0,0,0,0,7,0,0,0,22,1,154240,2,4,0.0,0,1,0,0,-1,0,0,0,0,0.0,0.0,0,0,0
7714,2,1,390,1109,2,32255,3,20,1,0,1109,1,2,0,7,1,999,1,0,3,9,0,0,0,0,7,0,0,4,9,9,9,2,51475,1,2,1,2,2,0,1,2,1,0,0,3,0,0,2,1,4,1,3,4,4,5,4,9,13,11,4,1,1,0,9,0,9,0,9,0,5613,5612,-1,-1,-1,5612,5810,198,0,-1,-1,-1,-1,-1,198,1.0,0.0,0.0,0.0,0.0,13250,13250,0,0,113250,113250,120,5,120,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,1,1,0,0,1,0,0,1,0,0,0,2,5612,5612,0,5612,198,20,0,0,1,1,61.2,0,2,2,2,0,9,0,0,0,0,1,0,0,0,22,1,113250,2,1,-0.01,9,1,0,0,113250,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,391,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50575,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,-1,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,-1,226.0,60.0,0.0,60.0,180.0,11200,0,0,10200,113220,111200,180,60,240,120,2,0,9,9,0,0,0,9,4,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5613,5613,0,5613,229,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,60.0,1,2,9,0,-1,41109,1,0,0,1825.2,7.51,1,1,1
7714,2,1,392,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50575,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,393,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50675,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,394,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50775,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,395,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50875,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,396,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,50975,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,397,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,51075,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,398,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,51175,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,399,1110,2,50445,1,30,10,0,1110,3,1,1300,1,1,60,2,4,3,3,0,0,1,1,1,50000,0,4,9,9,9,4,51275,3,2,1,1,2,0,1,1,1,0,0,4,0,0,7,1,2,2,3,4,4,5,2,1,5,99,8,2,6,0,2,2,2,2,2,3,-1,5611,5613,5757,-1,5612,5842,230,-1,-1,-1,144,85,229,231,226.0,120.0,0.0,60.0,240.0,11200,11200,0,11200,111200,111200,240,120,240,120,2,0,9,9,0,0,1,8,3,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7.1701,3,0,1300,2,0,2,1,3,1,0,0,2,5611,5611,0,5611,231,20,0,2,3,1,122.4,0,7,8,8,1,1,0,0,0,0,7,1,5,0,22,1,111200,3,6,120.0,1,2,9,0,111200,47958,1,0,0,3650.4,8.2029,1,1,1
7714,2,1,400,1115,2,22552,1,23,1,0,1115,2,1,1800,4,1,0,1,23,1,9,2,2,2,2,7,1500,0,4,9,9,9,7,51775,2,2,1,2,2,0,1,2,1,0,0,9,0,0,7,3,9,9,9,9,9,1,4,9,4,99,4,1,3,500,1,2,1,9,0,1,5618,5615,-1,-1,-1,5615,5628,13,0,-1,-1,-1,-1,-1,13,3.0,0.0,9999.99,999.99,9999.99,52210,52210,0,0,952240,152210,12,0,60,6,2,1,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.4955,2,0,1800,2,0,3,3,2,0,0,0,2,5615,5615,0,5615,13,20,0,0,1,1,30.6,0,4,5,5,0,0,0,0,0,0,7,3,1,0,22,1,152210,1,3,0.0,0,0,0,0,-1,0,0,0,0,0.0,0.0,0,0,2
7714,2,1,401,1118,2,102952,1,22,1,0,1118,3,1,0,7,1,-1,1,5,1,3,0,0,2,-1,7,5000,0,3,1,1,1,2,51975,4,2,1,1,1,0,2,2,1,0,0,9,0,0,7,2,3,9,9,4,4,5,4,9,12,11,4,1,1,0,9,0,9,0,9,0,-1,5618,-1,-1,-1,5618,6064,446,0,-1,-1,-1,-1,-1,446,3.0,0.0,0.0,0.0,0.0,20210,20210,0,0,120210,120210,120,60,120,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.0,2,0,0,0,9,2,9,4,0,0,0,2,5618,5618,0,5618,446,20,0,0,1,1,61.2,0,2,2,2,0,9,0,0,0,0,1,0,0,0,22,1,-1,2,1,-0.01,9,1,0,0,-1,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,402,1120,2,101325,3,49,5,0,1120,3,1,900,2,3,0,3,1,3,3,0,0,0,0,5,10000,0,4,9,9,9,6,11575,4,2,1,2,2,0,2,2,1,0,0,5,0,0,1,1,2,2,3,4,4,5,2,2,15,99,8,2,1,0,9,0,9,0,9,0,5623,-1,5648,5873,-1,5618,5879,261,-1,-1,-1,225,6,231,-1,5.0,0.0,0.0,0.0,0.0,13220,0,0,13220,113220,113220,180,60,180,60,2,1,4,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8024,3,0,900,2,0,1,0,4,0,0,0,2,5648,5648,0,5648,231,20,0,0,2,1,91.8,0,8,4,4,0,9,0,0,0,0,6,0,5,0,22,1,113220,3,5,-0.01,9,2,0,0,-1,999999,1,0,0,-0.01,-1e-04,0,0,0
7714,2,1,403,1120,2,101325,3,49,5,0,1120,3,1,900,2,3,0,3,1,3,3,0,0,0,0,5,10000,0,4,9,9,9,6,11575,4,2,1,2,2,0,2,2,1,0,0,5,0,0,1,1,2,2,3,4,4,5,2,1,15,99,8,2,1,0,9,0,9,0,9,0,5623,5618,5648,5873,5638,5618,5879,261,0,20,10,225,6,231,261,5.0,0.0,0.0,0.0,0.0,13250,13250,13250,13250,113250,113250,120,5,120,5,2,1,4,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.8024,3,0,900,2,0,1,0,4,0,0,0,2,5618,5618,0,5618,261,20,0,0,2,1,61.2,0,8,4,4,0,9,0,0,0,0,6,0,5,0,22,1,113250,2,5,-0.01,9,2,0,0,113250,999999,1,0,0,-0.01,-1e-04,0,0,0
7714,2,1,404,1121,2,102453,3,21,1,1,1121,3,1,900,4,3,0,1,0,9,3,0,0,0,0,4,1000,0,4,9,9,9,2,51275,3,2,1,1,2,0,1,2,1,0,0,3,0,0,2,1,3,1,3,4,3,5,3,2,12,4,7,1,1,0,9,0,9,0,9,0,5620,5618,5647,5729,5620,5618,5718,100,0,2,27,82,-1,71,100,2.0,0.0,0.0,0.0,0.0,13250,13250,13250,13250,113250,113250,120,5,120,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,6.8024,2,0,900,2,0,0,0,3,0,0,0,2,5618,5618,0,5618,100,20,0,0,1,1,61.2,0,3,3,3,0,9,0,0,0,0,6,0,0,1,22,1,113250,2,2,-0.01,9,1,0,0,113250,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,405,1126,2,32617,3,58,2,0,1126,1,1,-1,4,9,-1,9,1,9,3,0,0,0,0,2,0,0,3,4,1,1,1,52775,1,2,1,1,1,0,1,2,1,0,0,5,0,0,2,1,3,1,3,4,4,5,4,9,12,10,4,1,1,0,9,0,9,0,9,0,5631,5626,-1,-1,-1,5625,5639,14,1,-1,-1,-1,-1,-1,13,6.0,0.0,0.0,0.0,0.0,13250,13250,0,0,113250,113250,120,5,120,5,2,1,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,-1e-04,3,1,1273,2,9,1,0,1,0,0,0,2,5626,5626,0,5626,13,20,0,0,2,1,61.2,0,2,2,2,0,9,0,0,0,0,7,0,1,0,22,1,113250,2,1,-0.01,9,0,0,0,113250,999999,0,0,0,-0.01,-1e-04,0,0,0
7714,2,1,406,1131,2,121131,1,43,3,0,1131,3,1,-1,2,3,0,1,1,9,3,1,0,1,1,7,0,0,4,9,9,9,8,53175,1,1,1,2,2,0,1,2,1,0,0,9,0,0,1,1,4,1,3,4,3,5,4,1,12,10,4,1,1,0,9,0,9,0,9,0,5631,5629,-1,-1,-1,5629,5636,7,0,-1,-1,-1,-1,-1,7,2.0,0.0,0.0,0.0,0.0,13250,52220,0,0,952220,113250,6,0,120,5,2,2,0,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1e-04,3,0,1235,2,0,1,1,1,0,0,0,2,5629,5629,0,5629,7,20,0,0,1,1,61.2,0,2,2,2,0,9,0,0,0,0,7,1,1,0,22,1,113250,2,1,-0.01,9,0,1,0,-1,999999,0,0,0,-0.01,-1e-04,1,0,1
